Review ID,Review
162,"ร้านกาแฟบ้านบางอ้อ เป็นร้านกาแฟที่ดูสบายๆ
หาร้านไม่ยาก เพราะอยู่ติดถนนเลยค่ะ

บรรยากาศมีหลายโซนในร้าน ให้ความรู้สึกเหมืิอนนั่งเล่นในสวนบ้างเพื่อน สวนโล่งๆด้านหลัง หรือ สวนเล็กมีชิงช้าด้านหน้า หรือจะห้องติดแอร์เล็กๆที่หอมกาแฟมากๆ นอกจากกาแฟสดแบบต่างๆ ก็มีเครื่องดื่ม อีกหลากหลายชนิด ให้เลือกลิ้มลอง
ขอแนะนำ ดับเบิ้ลช็อค โกโก้ รสชาติเข้มเข้น เสิร์ฟพร้อมน้ำแข็งที่ทำจากโกโก้ หอมช็อคโกแลตและ เข้มข้นแบบสุดๆ เลยค่า และยังมี Toast ที่อร่อยไม่แพ้ ร้านดังๆส่วนตัวแล้วชอบมากๆ เลยค่ะ ทานง่ายเพราะที่ร้านหั่นมาให้แล้ว ขอบนี่ กรอบมากๆ
วาฟเฟิลที่นี่ก็หอมนุ่ม แต่ก็ยังไม่ได้ถูกใจมาก มาตรฐานวาฟเฟิลแบบนุ่มทั่วๆไปค่ะ

ถ้าใครอยากอิ่มท้อง ก็มีอาหารไว้บริการนะคะ
ขอแนะนำ แซนวิชแฮมชีส (จำชื่อไม่ได้) ให้ชีสมาแบบเต็มที่ ยืดๆเลยค่ะ น่ากินมากๆ แต่เรารู้สึกว่าเลี่ยนไปหน่อย น่าจะมีซอสมะเขือเทศ หนือมายองเนส เสิร์ฟ มาด้วย แต่เพื่อนคนอื่นๆบอกอร่อยมาก จนไปกินซ้ำอีกหลายรอบเลยคะ 

ร้านนี้เหมือนมีคนเคยบอกว่า เป็นร้านที่ไม่เสิร์ฟหมู นะคะ พี่เค้าน่าจะเป็นอิสลาม ใครไปแถวนั้นลองไปดูนะคะ โดยรวมแล้ว อร่อยค่ะ ;)"
163,"ใครที่เคยแวะเวียนไปแถวซอยอารียสัมพันธ์คงจะรู้กันดีว่า เป็นย่านที่มีหน่วยงานราชการค่อนข้างมากทำให้แถวนี้มีร้านอาหารรวมถึงร้านกาแฟเปิดเรียงรายให้เลือกอิ่มได้แทบไม่ซ้ำร้าน แต่ถ้าเลี้ยวมาตรงกรมประชาสัมพันธ์แล้วเกินหิวขึ้นมาล่ะก็ลองมองไปยังอีกฟากของถนนจะพบกับร้านอาหารเล็กๆ ที่มีป้ายสีฟ้าสดใสพาดหัวชื่อร้านตัวใหญ่ๆ ว่า ร้านวันสุข Friday


ร้านวันสุข Friday เป็นร้านอาหารอิตาเลี่ยนไทย ที่มีเครื่องดื่มทั้งกาแฟ ผลไม้ปั่น รวมถึงขนมหวาน ด้านนอกทางร้านจะตั้งป้ายเมนูอาหารให้คนหิวเข้าไปเลือกดูก่อนเข้าไปกินจริง การตกแต่งของร้านนี้เป็นสไตล์ลอฟ์ท ผนังปูนเปลือยมีสีดำแซมเป็นลายในช่วงล่าง ด้านบนประดับด้วยภาพวาดเก๋ใส่กรอบ บนชั้นว่างทางร้านนำของเก่าไม่ว่าจะเป็นกล้องฟิล์ม ตุ๊กตาไม้แกะสลัก ตุ๊กตานกฮูก หนังสือ ขวดไวน์ โมเดลรถ รวมถึงงานเซรามิกส์สวยๆ ดูเก๋และมองได้เพลินตา บรรยากาศภายในร้านรวมถึงพนักงานที่เป็นกันเองทำให้รู้สึกสบายๆ เหมือนอยู่บ้าน


มาดูที่อาหารกันบ้าง อย่าง ""ไก่กระดองเบอร์""(120 บาท) เนื้อไก่ชิ้นใหญ่ห่อเชดดาชีสนำไปชุบแป้งและเกล็ดขนมปังแล้วนำลงทอดให้กรอบนอกนุ่มในก่อนนำมาหั่นตรงกลางเพื่อให้เห็นชีสที่ไหลทะลักมาด้านนอกเสิร์ฟพร้อมสลัดผักสดกรอบที่ใช้น้ำสลัดสูตรพิเศษของทางร้าน เมนูนี้ไก่และชีสมาแบบเต็มปากเต็มคำเข้ากันกับสลัดผักมาก


ถ้าอยากให้หนักท้องขึ้นมาอีกนิดลองเป็น ""ข้าวผัดน้ำพริกมันกุ้ง""(เล็ก 69 ใหญ่ 99 บาท) ข้าวผัดเม็ดเรียงตัวสวยไม่แห้งหรือแฉะเกินไปนำมาผัดกับน้ำพริกมันกุ้ง กุ้งตัวใหญ่ แครอท หอมใหญ่และหัวฝักยาว มีไข่เจียวหอมๆ วางขนาบข้างพร้อมกับแตงกวากรอบๆ ที่รสชาติลงตัวมาก ส่วน ""ข้าวอบหม้อดิน""(89 บาท) จานนี้เป็นข้าวอบที่อุดมไปด้วยไก่ ไส้กรอก ปูอัด กุ้งและปลาหมึก มีกลิ่นหอมๆ ของผงกะหรี่ลอยแตะจมูกมาแบบร้อนๆ ยิ่งอร่อย 


ตบท้ายด้วยของหวานเย็นชื่นใจอย่าง ""ช็อกโกลาวาและไอศกรีมมะม่วงเกล็ดหิมะ(79 บาท)"" ช็อกโกลาวาแป้งนุ่มนวลอัดแน่นด้วยช็อกโกแลตเข้มข้น กินคู่กับไอศกรีมมะม่วงเกล็ดหิมะถ้วยใหญ่(ปกติเฉพาะไอศกรีมราคา 39 บาท) ที่ให้ความรู้สึกรวมทั้งกลิ่นของมะม่วงแบบแท้ๆ ถือเป็นของหวานที่เย็นชื่นใจและรสชาติกำลังดีไม่มีเลี่ยน


สำหรับคอกาแฟ...อย่าพลาดกับลาเต้เย็นที่ใช้กาแฟอราบิก้าเกรดเอร้อยเปอร์เซ็นต์ที่ให้รสชาติละมุนละไม หอมกลิ่นทั้งกาแฟและมวลนมที่ใส่ลงมาด้วย


หากวันไหนแวะมาแถวกรมประชาสัมพันธ์ หรือใครอยากกินข้าวในร้านอาหารบรรยากาศสบายๆ ดูเท่ห์ในที ลองมาอิ่มท้องแบบชิลๆ กันที่นี่ จะมาคนเดียว มากับคนรัก มาสังสรรค์กับเพื่อนฝูง หรือมากันเป็นครอบครัวก็ไปได้เลยนะคะ


ปล.ร้านนี้รับสั่งออเดอร์และถ้าสั่งเกิน 300 บาทขึ้นไปทางร้านมีบริการส่งฟรี(เฉพาะในซอยเท่านั้นนะคะ) แถมยังมีไวไฟฟรีให้ชาวโซเชียลเล่นกันสบายใจไม่เปลืองเงินด้วยน้า(รหัสคือเบอร์โทรศัพท์ร้านจ๊ะ)"
164,"หลังจากไปเที่ยวปีใหม่กลับมา คุณชายร่ำร้องอยากกินแหนมเนืองมานานเเล้ววันนี้ว่างๆเลยได้โอกาสเปิดหารีวิวจากในแอ๊พwongnai จนตามมาเจอร้าน ""พรแหนมเนือง"" โห๊ะๆๆ ไม่ไกลบ้านด้วยย.... เเว๊นมาให้เร็วเลย 

.....ก้าวแรกเข้ามา  ร้านสะอาดมากๆ ดูสะอาดตา พนักงานบริการดีค่ะ

.....มาถึงเมนูอาหารที่สั่งวันนี้ กินหลายอย่างเลย (-____-"") นี่มากัน 2คนหรอออ!!!

.....ร้านนี้ ก็ต้องสั่งแหนมเนืองสิ จัดชุดเล็กมา (120 บาท) เยอะนะคะ2คนนี่กะลังอิ่มเลย รสชาติดีเลยค่ะ ผักสดมากๆ ตัวหมูหอมรสชาติกลมกล่ม เอามาห่อรวมราดน้ำจิ้ม อืมมมม เด็ด!!! 
.....กระยอสด(80 บาท) เหมือนปอเปี๊ยะญวน รสชาติใช้ได้ 
.....กุ้งพันอ้อย 2ไม้ (120 บาท) ทอดมาได้หอมมากกก เนื้อเด้ง หนึบ โนแป้งจ่ะ ขอบอกกกกก????
.....ก๋วยจั๊บญวน (60 บาท) น้ำซุปเด่นมาก หอมม เส้นเหนียวนุ่ม หมูยอเด้งๆ มาร้อนๆร้อนมาก ลวกปากกันเลยทีเดียว5555
.....พล่ากุ้ง (120 บาท) เด็ดดวงงงงงมาก รสชาติจัดจ้านอันนี้เเนะนำเลย ต้องลองงง!!!!!!

........สรุปโดยรวมร้าน ""พร แหนมเนือง"" เป็นร้านที่ใช้ได้เลยค่ะ ทั้งบรรยากาศ อาหาร บริการ ราคามิตรภาพ เลิศเว่อร์ๆ :) จะกลับมาใช้บริการอีกเเน่นอน!! อ้อ ร้านนี้มีชานมไข่มุกขายด้วยนะคะ ทางร้านใจดีแถมฟรีให้ชิม หอมมากกลิ่นชาเด่นดี ไม่เหมือนร้านอื่นที่กลิ่นนมกลบหมดจนไม่เหลือความเป็นชาเลย (^_____^~)"
165,ในโครงการ pure place ราชพฤกษ์ มีร้านอาหารอยู่ไม่กี่ร้าน นอกนั้นเป็นร้านกาแฟ มาค้นพบร้านนี้ก็เพราะอยากคุมน้ำหนัก แนะนำสลัดผักย่างค่ะ เพราะเค้าใช้น้ำสลัดงาแบบญี่ปุ่น สามารถเลือก topping ได้เช่น ไข่ เบคอนทอด ปลาแซลมอนย่าง โดยคิดเพิ่มต่างหาก ส่วนคนอยากทานอย่างอื่นที่นี่ก็มีอาหารจานเดียว อาหารชุด ทั่งไทยและฟิวชั่นบริการค่ะ แต่ที่เด่นเห็นจะเป็นเครื่องดื่มสมูทตี้เพื่อสุขภาพ แต่ราคาจะสูงนิดนึงคือ  แก้วละ 79 บาท นอกจากนี้ในร้านยังมีสินค้าออร์แกนิคอีกด้วยค่ะ
166,ร้านกาแผนรสิงห์ ณ วังพญาไท กับบรรยากาศคลาสสิค ในสไตล์ยุโรป ณ พระที่นั่งพิมานจักรี  ตัวอาคารก่อด้วยอิฐสวยงาม มี2 ชั้น เก้าฮี้และโต๊ะ ตกแต่งอย่างมีสไตล์มากๆๆ  ราคาของกาแฟจะตกอยู่ที่ประมาณ 45-55 บาท เมนูที่แนะนำคือ เค้กชาไทย กาแฟนรสิงห์ นอกจากนี้ยังมี อาหารคาวอีก คือ ข้าวหมูอบสไตล์ฝรั่งเศสหมูเค็มขนมปังปิ้งสลัดผัก สลัดแฮม ;waffles ร้านนี้เหมาะการถายรูปหรือมากับแฟนมากๆๆ เนื่องจาก บรรยากาศจะโรแมนติก สุดสุดและรับรองการสวีทกันแน่นอนคร้า 
167,"ร้านนี้เป็นแหล่งรวมเครื่องดื่มนานาชนิดทั้งนม ชา 

 กาแฟ น้ำผลไม้ปั่น แล้วทุกเมนูสามารถเพิ่ม

ออปชั่นเป็นเม็ดไข่มุกได้ด้วย ไข่มุกของที่นี่จะกรึบๆ 

แต่ก็มีความนุ่ม ไม่เหนียว เคี้ยวกำลังสนุกเลยค่ะ

ใครจะใส่หรือไม่ใส่ก็ได้ ตามใจชอบเลย รสชาติ

ชานมของที่นี่การันตีว่าหอมหวานจริงๆค่ะ เสียอย่าง

เดียว ผึ้งเยอะไปหน่อย รอๆอยู่ เสียวมันบินมาต่อย

เอา55"
168,"มีโอกาสได้ไปสวนผึ้งก็หลายครั้ง เพิ่งเคยได้ไป ลองลิ้มชิมรส ที่นี่เป็นครั้งแรก ทำให้รู้สึกว่าครั้งหน้าต้องแวะอีกสักรอบ เพราะติดใจฝีมือรสอาหารของชาวราชบุรีซะแล้ว ครัวม่อนไข่ไม่ได้ขายก๋วยเตี๋ยวไข่นะคะ เค้าขายอาหารตามสั่งธรรมดาๆ ร้านค่อนข้างใหญ่โต และมีร้านกาแฟเล็กๆ อยู่ในนั้นด้วยชื่ออามันเต้ เสียดายวันนั้นไม่ได้ชิมกาแฟ เพราะอิ่มกับข้าวแล้ว 

บรรยากาศภายในร้านค่อนข้างธรรมดา เพดานสูง หน้าต่างเยอะ ดูโปร่ง ถ้าฝนไม่ตกและอากาศเย็นๆ น่าจะสบายเผอิญวันไปฝนดันตกเลยอบๆ ไปหน่อย โต๊ะที่นั่งเล็กๆ เรียงติดกันไปนิด เพราะคนเยอะมากไม่พอกับพื้นที่ เห็นว่านี่เค้าขยายแล้วนะนั่น

รสชาดอาหารออกจะเข้มข้น เผ็ดเป็นเผ็ด เปรี้ยวเป็นเปรี้ยว แต่กลมกล่อมนะ อร่อยเลยทีเดียว โดยเฉพาะต้มแซบกระดูกอ่อน แซ่บเวอร์มากค่ะ 555 อย่างผัดผักก็จะเข้มๆ ออกไปทางอาหารจีนนิดๆ รสชาดน้ำมันหอยออกมาเลย ^^
"
169,"ร้านนี้หาไม่ยาก ถ้ามาจากแมคโครจะอยู่ตรงหัวมุมสี่แยกกกส้มโฮงพอดี
เจ้าของร้านเป็นวิศวกรหรือสถาปนิกไม่แน่ใจ แต่บริหารพื้นที่จำกัดได้ดี และเก๋ๆในบริเวณนั้น
เมนูแรกที่ปลาเผาสูตรสิงห์บุรี
ที่น้ำจิ้มสามแบบ จะเป็นแมงดา น้ำจิ้มสะเดาน้ำปลาหวานและน้ำจิ้มซีฟู๊ด

เนื้อปลาหวานและหอมกลิ่นย่างแบบเฉพาะ ชอบมะเขือเผาที่รสชาติอร่อยติดปาก
วันนี้มากันแค่สามคนพ่อลูกเลยสั่งแกงเลียงกุ้งสด
เครื่องข้นมาก แ่ซ่บได้ที่ สองอย่างกับข้าวโถอิ่มแปร้เลย

เจ้าของร้านบอกว่ามีขายกาแฟสดด้วย ถ้ามากลางวันคงได้แวะลอง
**ร้านปิดวันอาทิตย์นะคะ เราพลาดไปหลายทีเพราะไปวันอาทิตย์**"
170,"ร้านนี้อยู่ชั้นG ของพารากอน อยู่ติดกับสเวนเซ่นต์เลย เยื้องๆกับโอปองแปง นั่งทานโอปองแปงอยู่ เหลือบเห็นร้านนี้ เลยลองซะหน่อย 

ถ้วนมี3ไซต์ให้เลือก ถ้าใครใช้ระบบดีแทค มีส่วนลดให้ด้วยค่ะ แต่บางทีก็ได้ส่วนลดแบบว่า... ซื้อถ้วยเล็ก ถ้วยแรกราคาปกติ ซื้อถ้วยที่2ถึงจะได้ลดราคา อุ๋มเลยซื้อแค่ถ้วยเล็ก1ถ้วยพอ และสั่งสตอเบอร์รี่เพิ่ม

เบ็ดเสร็จ ราคา 115บาท แพงอยู่นะ แต่รสชาติอร่อย ได้ใบเสร็จพร้อมกับใบสะสมแต้ม จริงๆอุ๋มไม่ชอบใบสะสมแต้มแบบนี้เลยค่ะ ลองนึกดูนะ ร้านชานมไข่มุกก็ทำแบบนี้ ร้านกาแฟอื่นๆก็ทำแบบนี้ พอดีกัน ในกระเป๋าสตางค์มีแต่ใบสะสมแต้มเต็มไปหมด ถ้าใส่แยกออกมาอีกกระเป๋านึง ตอนหยิบก็แสนลำบากอีก 

สำหรับรสชาติ จริงๆแยกไม่ออกว่าร้านไหนอร่อยกว่ากัน แต่อุ๋มเป็นคนชอบทานไอศกรีมโยเกิร์ตอยู่แล้ว แสดงความคิดเห็นว่าอร่อย อาจจะลำเอียงได้"
171,"ร้านน่ารักมากคะ สะอาด มีการดูแลน้องแมวอย่างดี และมีกฏเคร่งครัดสำหรับลูกค้าในการเล่นกับน้องแมว
บอกก่อนเลยว่าไม่ใช่Cat Loverคะ แต่เพื่อนสาวคลั่งแมวมากก เลยลองไปกันซะหน่อย

ร้านตกแต่งน่ารักคะ มีทั้งโซนนั่งโต๊ะเก้าอี้โซฟายาว และโซนนั่งพื้น เราได้นั่งตรงโซฟา ด้านบนเพดานเป็นกระจก ยกเพดานสูง รู้สึกโปร่ง สบายมากคะ 

เมนูืี่นี่จะเป็นพวกเบเกอรี่ เครื่องดื่มก็จะเป็นพวกชา กาแฟ อาหารจะมีสลัดนิดหน่อย แบบเบาๆคะ เราสั่งมา3อย่าง บราวนี่อร่อยคะ เสิร์ฟพร้อมไอศรีมและวิปครีม เค้าตกแต่งมาให้เป็นหน้าแมวด้วย น่ารักอ้ออ และอีกเมนูในรูปเพื่อนไปเลือกที่ตู้มาคะ ก็พอกินได้ ส่วนเมนูสุดท้ายที่สั่งคือ ชีสเค้กบลูเบอรี่ ไม่ได้ถ่ายรูปมาคะเป็นถ้วยเล็กๆ บอกเลยว่าเราทำอร่อยกว่า (จริงคะไม่เวอร์) เพราะมันไม่อร่อยเลยคะT_T พอชิมคำแรกทั้งเราและเพื่อนแบบ เอิ่บ:/  

สรุปว่าร้านนี้คิดจะไปกินขนมไปร้านอื่นดีกว่า แต่ถ้าอยากเล่นกับน้องแมว ชมบรรยากาศร้าน ก็ลองไปกันดูนะคะ"
172,ร้านเป็ดย่างเก่าแก่ของตลาดร้อยปี เนื้อเป็ดนุ่มหนังก็พอกรอบบ้างนะ คนซื้อกันเยอะ หรอยนะ แต่น้ำจิ้มเป็ดมันยังไม่ค่อยโดนเท่าไหร่ ถ้าน้ำจิ้มหรอยกว่านี้คงสวดยอด ที่ร้านไม่มีข้าวขายนะซื้อกลับบ้านอย่างเดียวในร้านเป็นร้านกาแฟ แกอาศัยขายหน้าร้านเค้า มีเป็ดพะโล้ขายด้วยพร้อมเลือด ไส้ กะเครื่องในด้วยนิ 
173,"ร้านนี้มากินตามดีลเวปดีลชื่อดังค่ะ (ราคาดีล 198฿ จากราคาเต็ม 399฿)ร้านอยู่ที่พาวิลเลี่ยนประตูน้ำ เป็นตึกขายเสื้อผ้าตึกใหม่แถวประตูน้ำแต่ไม่ได้อยู่ติดกับแพลตตินั่มนะคะ อยู่เส้นที่ตรงจากอนุสาวรีย์ไปCTW ค่ะตึกอยู่ทางซ้ายมือ มีที่จอดรถค่ะ จอดเสร็จก็เดินผ่านร้านเสื้อผ้าขึ้นไปชั้น5จะเป็นชั้นที่รวมร้านอาหารหลายๆร้านค่ะ

ก่อนจะมากินดีลนี้เคยเข้าไปอ่านที่คนอื่นมารีวิวมีเสียงบ่นค่อนข้างเยอะค่ะ ว่าคนซื้อดีลกันเยอะมากจนพนง.บริการไม่ทัน ของเติมไม่ทัน ของบางอย่างก็ไม่มีซะงั้น เราเลยจองมากินกลางวันวันธรรมดา แถมเป็นช่วงเจอีกต่างหาก เพื่อหลีกเลี่ยงปัญหานี้ค่ะ

มาถึงยื่นดีลพร้อมแจ้งชื่อตามที่จองไว้ มาเลทกว่าเวลาที่จองไว้ 1 ชม. แต่ไม่มีปัญหาอะไรเพราะทั้งร้านมีคนกินแค่โต๊ะเดียวค่ะ เค้าก็พาไปนั่ง ถามว่าจะเอาซุปอะไร (มิโซะ กิมจิ ชาบู) เสร็จก็เดินไปตักได้เลยค่ะ 

ร้านนี้หลากหลายจริงๆ ขอแบ่งเอาเองเป็น 5 โซนแล้วกันนะคะ^^
1. ของทานเล่นแบบสั่งทำ (ทาโกะยากิ ยากิโซบะ พิซซ่าญี่ปุ่น) ที่โต๊ะมีคลิปดำเอาไว้ให้เอาไปหย่อยสั่งที่เคาเตอร์ค่ะ แต่เหมือนร้านโดนบ่นเรื่องทำอาหารไม่ทัน วันที่ไปเค้าเลยมีพวกทาโกะ พิซซ่าญี่ปุ่นกองไว้หน้าเคาเตอร์แล้ว ผลคืออาหารเย็นชืดค่ะ ถ้าร้อนๆน่าจะอร่อย เสียดายจังร้านน่าจะรักษาจุดยืนตัวเองไว้ว่าให้สั่งเอาจะได้ทำร้อนๆ
2.ของทานเล่นพวกสลัด ยำ มียำสาหร่ายไว้ให้เยอะมาก อร่อยค่ะ สลัดไข่หวาน สลัดทูน่า สลัดปลาดิบ และอื่นๆรวมเกือบ 10 อย่างแน่ะค่ะ
3. น้ำจิ้ม มีตั้งเป็นชั้นไว้สวยงามค่ะ เป็น 10 อย่างเลย ชาบูงา น้พจิ้มแจ่ว ซีฟู๊ด ซีอิ้ว ซอสพริกไทยดำ พอนสึ
4.โซนหลักค่ะ ของไว้ปิ้งย่างชาบู ผักหลายชนิดเลย ที่ชอบคือฟักทองชิ้นโต ที่อื่นไม่ค่อยมีค่ะ ด้านซีฟู๊ดมีปลาหลายชนิด แซลมอน ปลาไข่ ดอลลี่ ซาบะ ปลาหมึก กุ้งแก้ว (หอยแมงภู่ไม่มีซะงั้น จริงๆมันต้องมีนะตามที่เค้าโฆษณาอะค่ะ T-T) ตรงนี้ที่แนะนำเลยคือแซลมอนอร่อยสดค่ะ กุ้งแก้วปิ้งอร่อยมาก กรุบๆ ปลาเนื้อขาวอีกอย่าง ไม่แน่ใจว่าปลาอะไรนะคะ มันๆหน่อย อร่อยดีค่ะ อีกด้ายของโซนนี้จะเป็นพวกเนื้อ หมู ไก่ค่ะ ได้อารมณ์เหมือนกินหมูกระทะข้างทางพิกลอ่ะค่ะ เพราะร้านชาบูส่วนใหญ่จะมีเนื้อ หมูให้เลือกหลายแบบแล้วสไลซ์มาอย่างดี แต่ที่นี่ไม่ใช่ค่ะ เนื้อ หมู ไก่ แบบไม่ปรุงมีอน่างละ 1 แบบค่ะ ไม่รู้ว่าทำมาจากส่วนไหนสันนอก สันใน อะไรไม่รู้เลย หั่นกองๆไว้ค่ะ จะไปหนักที่ทำปรุงรสเยอะมาก ไก่กาแฟ ไก่กิมจิ ไก่แกงกะหรี่ 20 แบบได้มั้งคะ แต่การจัดวาง+การหั่นไม่น่ากินอะค่ะ หั่นปนกะส่วนหนัง ส่วนมันมาด้วย โซนนี้เลยชิมไปนิดเดียวจริงๆขอบายอะค่ะ ใครชอบกินเนื้อพรีเมี่ยมข้ามร้านนี้ไปเลยค่ะ
5.ขนมหวานค่ะ มีน้ำแข็งใส ต้องกดเครื่องเองค่ะ เครื่องของญี่ปุ่นไปมองๆเจอปุ่มon กดเลยค่ะ กดแล้วน้ำแข็งไม่ไหลออกมา พนง.เดินมาช่วยค่ะ ต้องเปิดฝาเครื่องข้างบนก่อนเพื่อใส่น้ำแข็งลงไปค่ะ เขินเลย -_-"" น้ำแข็งออกมาไม่ละเอียดมากนะคะ ปินละเย็นเจี๊ยบ(เย็นกว่าน้ำแข็งละเอียดแบบเกล็ดหิมะ) มีน้ำแดง น้ำกะทิให้เลือกราด พร้อมหน้าอีกหลากอย่างค่ะ ไปที่ตู้ไอติมบ้าง ไอติมมีเรนโบว์ ช็อกโกแลตให้โรย 4-5 แบบค่ะ นอกจากนี้ก็มี ผลไม้ แล้วก็เยลลี่ เพนนาคอตต้า 

ร้านนี้เด่นเรื่องความหลากหลาย แต่คุณภาพไม่สูงค่ะ ราคาดีล 198฿ ถือว่าโอเคอยู่ แต่ถ้าราคาเต็ม 399฿ เราไม่กินค่ะ 

ด้านบริการ ไม่โอค่ะ พาไปโต๊ะ จัดซุปให้ชาบูละหายไปเลยค่ะ ไม่มีการมาเก็บจานอีก ต่อให้กินจนไม่มีที่วางจานแล้วก็ไม่เก็บค่ะ ทำน้ำหกที้พื้นก็ไม่มาเช็ด ไปยืนเม้าแตกกันอยู่หน้าร้าน ขวางตรงที่จะตักซีฟู๊ดพอดีอีกต่างหาก ทั้งที่มีพนง.เกิน 10 คนแต่มีลูกค้าแค่ 2 โต๊ะแท้ๆ คงคิดว่าบุฟเฟ่ห์ลูกค้าตักกันเองอยู่แล้วเลยไม่สนใจมั้งคะ ไม่รู้จะมีพนง.เยอะขนาดนี้ไว้ทำไม

อุ๊ย เผลอบ่นเยอะอีกแล้ว ก่อนจะจบรีวิวนี้ ขอพูดถึงเครื่องปิ้งของเค้าซักหน่อยค่ะ เค้าบอกว่าเอาเครื่องมาจากเกาหลี เก็บความร้อนดี ไม่ร้อนหน้า หน้าไม่มัน แต่!! จากที่ได้กิน ความร้อนไม่ขึ้นหน้าจริง แต่ควันขึ้นนะคะ กลับบ้านได้สระผมใหม่แน่นอน ตัวเครื่องร้อนค่ะระวังมือไปโดน โดยเฉพาะถ้ามีเด็กไปด้วยต้องระวังมากๆค่ะ ความร้อนระบายลงใต้โต๊ะด้วยค่ะ ควรใส่กางเกงขายาวไปค่ะ เรื่องความติดกระทะ คนล่นกันเยอะเลย แต่ถ้าเราราดซอสสำหรับปิ้งย่างที่มีให้ที่โต๊ะลงไปจะไม่ติดค่ะ

จบรีวิวแล้วค่ะ ต่อไปคงงดรีวิวบุฟเฟ่ห์ซักระยะนะคะ อ้วนมากแล้ว (จริงๆคือกินบ่อยเริ่มเอียนค่ะ ฮ่าๆ)"
174,"จะว่าไปผมก็ไม่ได้ทานชาไข่มุกมานานเหมือนกันครับ จนมาครั้งนี้แฟนผมซึ้งชอบทานชาไข่มุกมาก มาลองทานชาของร้าน Cha Cha Cha ผมจึงได้ลองไปด้วยครับ

ร้าน Cha Cha Cha สาขา Silom Complex อยู่ในโซนร้านอาหารชั้นใต้ดินของห้าง ร้านอยู่ข้างร้านรสนิยม ร้านเป็นเคาน์เตอร์เล็กขนาดไม่ใหญ่มาก ตามมาตราฐานร้านขายชาไข่มุกทั่วไป ทางร้านมีโต๊ะนั่ง 1 ตัว และที่นั่งประมาณ 6 ที่ บริเวณข้างร้านไว้บริการ ส่วนมากลูกค้าจะใช้เพื่อนั่งรอหรือวางข้าวของระหว่างรอครับ พนักงานมีกัน 2 คน บริการมาตราฐานดี ส่วนชาก็รอไม่นานครับ

ทางร้านมีเมนูเครื่องดื่มหลายแบบเลยครับ ทั้ง ชานม ชาไทย ชาเขียว และยังมีเครื่องดื่มอื่นๆนอกจากชาอีกด้วย (ลองดูจากเมนูนะครับ) นอกจากนี้ยังมี Topping ให้เลือกใส่เพิ่มอีก 9 แบบ ในราคา 10 บาทครับ รายการ Topping มี (พีนัทครัมเบิล  เฉาก็วยไต้หวัน  อัลมอนด์  โอริโอ  บุก  อโลเวร่า  เยลลี่ปีโป้  พุดดิ้งโฮมเมด และ ภูเขาไฟ)

ครั้งนี้ผมเลือกทานแบบเบสิคครับ คือ ชานมไข่มุก 39 บาท ... รสชาติมาตราฐานชานมไข่มุกที่มีขายตามห้างทั่วไปครับ ไข่มุกเคี้ยวมันดีไม่เหนียว ส่วนชาก็จะมีรสหวานนำมาก่อนรสชา มีกลิ่นหอมของชานม รสชาติดี เวลาเหนื่อยๆพอได้ทานก็สดชื่นดีครับ"
175,"     พอดีแวะมาจากโรงพยาบาลสงฆ์ นึกขึ้นได้ว่าอยากลองมานานเลยต้องไปแวะซะหน่อย
  การเดินทางก็เข้ามาท่ีโรงพยาบาลพระมงกุฎ แล้วจะมีป้ายบอกทางไปวังพญาไท น่ันแหละครับ
บรรยากาศ ยังคงความเก่าไว้มาก น่ังชิลๆ
เมนูก็จะมีเปล่ียนไปทุกวัน ผมส่ัง ลาเต้เย็น ก็ใช้ได้ แต่ก็ไม่เท่ากับ ร้านท่ีเป็นร้านกาแฟ แบรนด์เนม
ส่วนอาหารผมส่ัง สันนอกหมู ซ่ึงเป็นแฮมรมควัน กับมันบด แต่มันบดไม่ผ่านเพราะเนื้อไม่แน่น 
แนะนำมาชมความสวยงามของวังของเจ้าสมัยก่อนครับ"
